,Unnamed: 0,video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,search_term,year,File Name,Content,Subjectivity/Objectivity,topic
1138,1138,7284012854083112234,2023-09-28T18:50:09,62.0,US,,26.0,0.0,5.0,1625.0,#Bannon #SteveBannon #stephenkbannon #BannonPodcast #SteveBannonPodcast #BannonWarRoom #SteveBannonWarRoom #BannonImpeachment #SteveBannonImpeachment #BannonTVShow #SteveBannonTVShow #BreakingNewsBannon #BreakingNewsSteveBannon #BNNNews #BannonNews #SteveBannonNews #BannonToday #SteveBannonToday #OnBannonToday #OnSteveBannonToday #New #News #BreakingNews #Posted #BannonRant. #ViralBannonRant #SteveBannonRant #GovernmentShutDown #GovernmentShutDown2023 #governmentshutdown2023? ,False,,realconsoftwitter,Real Cons Of Twitter,,,,,,False,"Bannon, Stephen K",2021,@realconsoftwitter_video_7284012854083112234.txt," That's where we are. You have a historic battle going on right now to finally have a full and frank conversation with the American people about the direction of the nation, the nation's finances. Who's responsible for getting us here? And what's a path forward? And in that path forward, who's going to pay? What's the fair way to get out of there? There's no, you read Steins, Jeff Steiner of the Washington Post, that article, the Stephanie Rook, kind of screwed up. That's not about a shutdown. That's about actual cuts that were happened. And those are tough cuts. And people will have pain. Every easy decision in this nation about this is decades ago because nobody wanted to address it. And now, this weekend, we have an opportunity to address it. Why we have a forcing function. Midnight on Saturday, they're broke. They're stone cold broke. They have to pass these bills to allow the Federal Reserve start cranking up the printing press. And they hate the fact that you jammed them up.",subjective,government finance
1139,1139,7141395801913216299,2022-09-09T11:03:06,15.0,US,,24200.0,141.0,124.0,139600.0,"Stephen K. Bannon has been charged with money laundering, fraud and conspiracy in connection with “We Build the Wall,” a fundraising scheme for which he received a federal pardon during Donald Trump’s final days in the White House.",False,,washingtonpost,We are a newspaper.,,,,,,True,"Bannon, Stephen K",2021,@washingtonpost_video_7141395801913216299.txt," Get your money, man. Like those on the top. Yes, I am. Hope for what you like. Date. Conspiracy and Fundres. What? Your indictment wasn't sealed Thursday morning. But I was pardoned. This is the political move. Presidential parties applied to federal cases. This is the statement indictment. Ugh.",subjective,political corruption
1140,1140,7029792854629223685,2021-11-12T16:06:36,16.0,US,,9636.0,132.0,596.0,62600.0,#greenscreen #stevebannon #indicted #doj #wontbesilent #foryou #fyp,False,,wontbesilent,Abe Won’t Be Silent,,,,,,False,"Bannon, Stephen K",2021,@wontbesilent_video_7029792854629223685.txt," Minutes after match the Vag declared she's over politics, the Justice Department finally indicted Bannon for contempt of Congress. Now put that piece of shit behind bars where you can stink of that part of the world.",subjective,politics
1141,1141,7268436572306115886,2023-08-17T19:26:16,9.0,US,,1348.0,73.0,117.0,23000.0,#SteveBannon #StephenKBannon ##BannonWarRoom##BannonPodcast##BannonTVShow##Bannonrant##SteveBannonRant##stevebannonwarroom##SteveBannonPodcast##TrumpSteveBannon##SteveBannonTrump##JusticeForBannon##New##News##Posted##BreakingNews##BreakingNewsViral##SteveBannonViral##BannonViral##BannonViralVideo##ViralSteve##ViralSteveBannon##ViralInterview##NewSteveBannon##SteveBannonNew##Stevebannonnews##funnylivenews##virallivestream##funnynewsclips##justice##funnynotfunny##bannontoday##suckonthat##suckontha,False,,realconsoftwitter,Real Cons Of Twitter,,,,,,False,"Bannon, Stephen K",2021,@realconsoftwitter_video_7268436572306115886.txt," That's where they're trying to put us on in prison. Bankruptus, right? They think we're gonna pick down. They can suck on this. We have not yet begun to fight.",subjective,prison
1142,1142,7240991766466268458,2023-06-04T20:30:37,199.0,US,,3.0,0.0,0.0,137.0,"Steve K. Bannon gives speeches at NFSC 3rd anniversary. There is no difference between what’s happening to Miles Guo and what happened to him under the Chinese Communist Party in Tianmen square 34 years ago.  Let’s take down the CCP, and free Miles Guo. #freemilesguo  #stevebannon  #nfsc  #milesguo  #takedowntheccp  #64",False,,revelation7777777,REVELATION7,,,,,,False,"Bannon, Stephen K",2021,@revelation7777777_video_7240991766466268458.txt," Miles Groves locked in a prison over in Brooklyn. I want to make sure he can hear us. Take down the CCP! CCP! Take down the CCP! Take down the CCP! Take down the CCP! Take down the CCP! Free Miles Gro! Free Miles Gro! I can't hear you! Free Miles Gro! Free Miles Gro! Free Miles Gro! What is our task and purpose to take down the CCP? Take down the CCP! Take down the CCP! Thank you, let's roll. You think Miles can hear us? Yes! You think Miles can hear us? Yes! Remember where he was 34 years ago? He was in a prison too. Remember he got rolled up? Why did they all get rolled up on May 26 and 27? Why? Why? Why? Because the students of the fine arts academy in Beijing started to build the goddess of democracy. And the corrupt transnational criminal organization that is the Chinese Communist Party, by the way, backed by the world's elites, backed by the world's elites, could not take that. They tolerated what went on at Tiananmen until those young art students and those young protesters started to put up the goddess of democracy. Why couldn't they do that? They understood that that was an image as powerful as the stature of liberty. And that would incite a revolution throughout mainland China. And that's when they came up with a plan to eradicate it. They didn't care if they killed 10,000, 20,000, 30,000, 40,000, 50,000 people of which they probably did massacre. Is there any doubt in your mind about that? I can't hear you. And they can't hear you in Beijing. I want them to hear you not just in the federal prison here, where Mao's is chained up and shackled like a dog. What's the difference between what's happening to Mao's quoted day and what happened to him under the Chinese Communist Party in Tiananmen? What's the difference? There is no difference. I want to people in Beijing. I want these criminals in Beijing right now, right? Right now, on the anniversary of Tiananmen, with the blood of Chinese patriots in that square, I want them to hear you. Take down the CCP. Take down the CCP. Free Miles Quo. Free Miles Quo. Free Miles Quo. Free Miles Quo.",subjective,chinese communist
1143,1143,7329920355080981803,2024-01-30T10:55:35,424.0,US,,73.0,7.0,0.0,494.0,,False,,rockin7ranch7,Rockin7Ranch,,,,,,False,"Bannon, Stephen K",2021,@rockin7ranch7_video_7329920355080981803.txt," It is Tuesday, 30 January year of our Lord, 2024. We are live at the planet Hollywood on the strip in Las Vegas, Nevada, here at the Restoring National Confidence Conference, put on by Turning Point USA. Yersley was pretty explosive, ended with some power speeches by Michael and Del Don Jr., Donald Trump Jr., and of course Charlie Kirk. But Yersley was a tremendous day of organizing. What this is, you've got, I don't know, 5, 600 of precinct committee men. You've got Republican County Chairman. You have, I think we've got 50 or 60, maybe even more Republican National Committee people here. Nobody's happy at all with how the RNC's been run. This is a organizing meeting for the next couple of days, organizing committee to make sure that we get organized for 2024. You saw right there just absolutely incredible is first time in 100 years. First time in 100 years, we're going to have impeached today a vote in the Homeland Security Council. They're impeaching, by the way, we're here live. Got a great group here of Turning Point USA that getting all jacked up, getting ready to go in for the conference. There's going to be an impeachment vote today with Mayorkas that impeachment vote. First time in 100 years, a cabinet secretary is being impeached. And here's what we've got to understand. The Mayorkas position, Homeland Security, that's absolutely central to the Senate bill that they're putting up. The Senate is putting up a bill today. The Senate is putting up a bill today or over the next couple of days you get to read the text. This is the one that Langford and the other traders have been working on. That bill is absolutely the only way can be executed is the chairman of the Secretary of Homeland Security. So before the text of the bill gets released, this Anastie bill that President Trump is adamant about should not be passed, the chief person to execute it is being impeached. His number one crime, the high crimes and misdemeanors number one is failure to execute the laws are on the books. I want you to think of the absurdity of this that after a one year process, the House Homeland Security Committee is putting forward for the first time in 100 years to impeach a cabinet secretary for breaking the law. What laws are he breaking? Essentially all the immigration laws. He's being impeached for that. The Senate, and this is how over the top and crazy it is, is putting forward an Anastie bill to essentially codify the invasion of our country. In that codification, the only control mechanism they have is the Secretary of Homeland Security who would execute all of these various changes to the Amnesty laws. It's absurd on the face of it. As President Trump said, as Speaker Johnson said, as MTG and many others have said, we have all the laws on the books we need today to shut down the border. Speaker Johnson reiterated this yesterday, that's why Speaker Johnson, we begged you not to go forward with the CR. Either shut down the border or shut down the government. We have enough laws in the books today. President Trump reiterated this yesterday. President Trump reiterated this that all you have to do is execute it right there. When President Trump was in, he closed the border to this type of mass asylum, this type of mass, illegal invasion, illegal immigration. He shut it down okay, he shut it down with the laws are on the books. We don't need any more laws now to have HR two and these other things at the House is pass to be terrific. But that's just additional bells and whistles. That's on the margin and can make it better just to reiterate. What reiterate president Trump said yesterday we have all the laws in the books we need. This Langford bill what he's been working on is a complete sellout of the country, a sellout of the nation. It is a codification of a mass invasion of the country. It would essentially leave 8 to 10 to 12 U.S. tied bensmen. Not the 30 or 40 million that have been here for decades and decades and decades. I'm talking about just since Joe Biden's reign of terror. The illegitimate regime of Joe Biden. When Joe Biden came in what he's done to the board has brought anywhere from 8 to 12 million illegal alien invaders here a massive increase to our federal spending to take care of it all. That bill is to codify. That bill is to put in place laws that would protect that. It would give work permits. I think the six million people immediately the thing is a total complete disaster and we don't need any of it. And to show that, my Yorkers will get in peach today first time in 100 years. Now I want to go back to the cold open. I understand it. Ben Burkram is over there winding the entire time. Hey, I can't say I can't. We must make sure you understand the narratives being pushed by the left. Now, here's Morning Mika. Quite important. I think 1957 Arkansas, the desegregation fight of the, I think the high schools there, present Eisenhower called in the 101st Airborne. But he also federalized the National Guard. What you're seeing in Texas. At the same time that they're coming forward and they're coming forward with this and the bill, this and just bill the exact same time they're coming forward with the and the bill. What do you have? You have the federal government going down to the state of Texas and the state of Texas saying they're trying to protect around border. Abbott, who's no fire breather, finally calls out people to help protect the border to put razor wire up, particularly down at points like Eagle Pass, Texas. What does the federal government do? They go the Supreme Court to get a ruling that they can go and cut the bob wire and let the invaders in and process more. And remember, this entire bill that you're seeing, the Langford bill is just about processing. It's not about detention and deportation. Todd Bendvich says the 2D's detention and deportation, that's not in this bill. All this is is to process more. The federal government's down to cut the razor wire because the state of Texas protecting their sovereignty and the sovereignty of their people. And what is the morning Joe come up with right away? The time that the President of the United States in an emergency about this situation down in Arkansas in the 1950s about segregation of the schools, federalize the National Guard and they say, hey, he's not threatening to do it. He hasn't said he's going to do it, but it's a tool in the toolbox. They are absolutely sending the message, the mainstream media trying to threaten the people in the great state of Texas and other states like Kristi Nomen, other states, Oklahoma are sending their national guard troops down as support. They're saying, hey, we're going to federalize in what Abbasard said. If you federalize our National Guard to work against the people of Texas, you're going to have to report to me. It's not going to be quite so easy. There going to be many other things they can pull. Right now, this border, the invasion of our country is on absolute fire. Biden understands he has a terrible situation politically, a terrible situation politically. Here, and that is exactly why he's here saying, oh, you give me this bill. I'll shut down the border. They've held our border and our sovereignty in the sovereignty of the city's hostage so they can get $60 billion to money laundering in Ukraine. They held our border hostage for the border of Ukraine and Russia over the Russian-speaking Eastern border. Okay, we're going to take a short commercial break.",subjective,immigration
1144,1144,7052683071128128774,2022-01-13T08:32:20,246.0,CA,,17.0,1.0,0.0,944.0,#canada #military #militarytribunals #coronavirüs #2019,False,,downtherabbithole35,......,,,,,,False,"Bannon, Stephen K",2021,@downtherabbithole35_video_7052683071128128774.txt," in New York City and in New York State and in the city had these draconian bills like ten of them on the table. That actually, you know, the military can get involved all this craziness of that state of emergency. State of Washington is trying to push the same thing. We're going to have more of that later in the show. As the administrative state becomes unravel, one thing I want to get back to in a second, we're bringing Dr. Malone, the inventor of mRNA. The Chinese more than anybody, the Chinese Communist Party, because they don't give Lao Bai Jing a vote. They don't go down to Lao Bai Jing. Hey, tell me what you guys think about this. No, you stand up and get jabbed. They gave their vaccines. Of course, which miles go told us in 10,000 years they've never created a vaccine, but they could definitely create one here in six months after there was after quote unquote the Wuhan lab leak. To what Frank Gaffey said, a senior member of the Canadian military wants a like military tribunal in Canada to get to the bottom of what happened in the military games and Canadian military athletes got sick in September and October of 2019. It ain't called COVID-19 for nothing, ladies and gentlemen. All the chickens are coming home to roost on Fauci and all these liars and even worse than liars. And now they're partners. Let's say they are the partners of the transnational criminal organization that is the Chinese Communist Party. All of this, I saw a statistic today. We have spent more money on the Wuhan CCP virus than collectively to get us out of the Great Depression and the Second World War to defeat fascism in the imperial military hunta. Military hunta at a Japan more cash money. And you wonder why the United States dollars being divided you want to understand why inflation is on fire. You understand why your economic life is about to be destroyed. We're on the edge of an abyss. This abyss you wait to think and all these guys who put his in business put your pension fund money in business with the Chinese Communist Party and all these investments in particularly real estate. You watch that goes down the drain because ladies and gentlemen it's going as sure as the turning of the earth. And right now these demons and these devils that have inflicted this on the Chinese people allowed by Zhing. Now have something something wicked this way comes right out of China from the CCP and it's at their biggest cities and they can't tamp it down. The port city is bigger than I think the three biggest ports in the United States combined biggest act of industrial port in the world. These cities are massive in scale. They dwarf New York City. Want to go to Frank back to Frank get we're going to get Ben Harren we'll back in here. We got Dr Malone Tony lions it we're jammed up today with news and information from around the world that's going to impact your life. Frank you've got you know all you got MSNBC you know sitting there with Richard Maddow and Ari Melver and joy and read and Chris Hayes and tire crowd that says all the the Trump supporters of the worst of the world these are cretans these are fascists. They're supporting a criminal organization that is crimes against humanity and killed more of their own people than any nation or earth and as far worse than Hitler was in 1936 as bad as that devil was and to and signal to us everything was coming. These guys are in the operation of doing it live organ harvesting concentration camps across the board and yet the mainstream media is cow talon to them all the big woke corporations are cow talon to them. And now they've got a virus that's out of control in China and now finally after two and a half weeks of the war room pounding again like we didn't move on back in January of 2020 the financial times bases says hey there may be a problem here. And one of the problems is hey they already jabbed everybody force vaccinations of 1.2 billion people and guess what you have a whole nation sick Frank F. and he tells about the letter the committee on the present danger is putting forward right now.",subjective,global politics
1145,1145,7269074725308091691,2023-08-19T12:42:42,27.0,US,,354.0,17.0,75.0,36600.0,#SteveBannon #StephenKBannon #SteveBannonWarRoom #WarRoomSteveBannon #BannonWarRoom #WarRoomBannon #BannonPodcast #BannonTVShow #BannonTV #SteveBannonPodcast #SteveBannonTV #SteveBannonTVShow #SteveBannonLive #ViralBannon #BannonViral #BannonViralVideo #LiveTVBannon #LiveTV #LiveTVFail #CaughtOnLiveTV #CaughtOnTV #NewSteveBannon #SteveBannonNotInJail #SteveBannonInJail #SteveBannonPrison #SteveBannonjail #SteveTV #SteveWarroom #LiveTVHarassment #HarassmentLive #WatchWhatHappensLive #nicksortor ,False,,realconsoftwitter,Real Cons Of Twitter,,,,,,False,"Bannon, Stephen K",2021,@realconsoftwitter_video_7269074725308091691.txt," Okay, what's the neck I've been trying to reach you? I've been reaching out to you on X. You're supposed to be meeting with people here. What victim? Okay, yeah, so this is, so you're seeing this live right now. People actually track me down. And you're saying in a tent. You said you were coming and saying in a tent. You're talking to resources. I'm not taking up any resources. Thank you.",subjective,not english
1146,1146,7283186359248899371,2023-09-26T13:23:38,316.0,US,,31.0,1.0,0.0,348.0,"Part 1 - Bannon Calls Out McCarthy's Weak Inaction, Signals Motion To Vacate Vote #warroom #bannonwarroom #broadcast #americanews #news #fyp #viral #USA",False,,bannons.war.room,bannons.war.room,,,,,,False,"Bannon, Stephen K",2021,@bannons.war.room_video_7283186359248899371.txt," The best we know kind of to get into some of the technical issues here is that they are going to put the rule up tonight for the four spending bills. They're trying to push through this week work we should have done in June. And the people graves and these people that knew it because they didn't want to face the reality of the lies they had told in the Dead ceiling bill. This is obvious. Not dumb to think people are. Now to do this he's also going to put forward McCarthy saying he's going to put forward a CR with the border enhanced border security. His question that he's quotes I don't understand how anyone would stand in the way of blocking the border. This is how dumb as you think you are this is HR two is nothing. It's not going to do anything for two weeks. That can be implemented. We have more than enough laws some HR two is really terrific. Of course they took a verify out which is the magnitude of the jobs. They took the year for I could eat the verify because the donors don't the lobbyists of the donors don't want you verify there because the donors don't want to be cut off of hiring your legal aliens. Hello. But he's going to show the shiny toy up and make it seem like oh you guys are not serious about close the border. No we are serious and one way to get serious is go in and to gut everything that's happening with my York as in this team and maybe starting teaching my York is nine months ago or maybe. Maybe move the legislature move Congress is nothing in holy rift this has got to be in the capital move it down to. Laredo move it till Opasso move it to McCallan Texas move it to the Rio Grande Valley and stand there until the invasion stops. Stand there until no more visagos are coming across. Do something real not performative not more of your talk. The games are going to be played here in the next 24 40 hours the lies are going to be told. Oh you don't support border security did what he talked about maggot in this audience are the people on for the last three years longer than that. Back in 2000 what third 2014 when we stopped the madness and through air canter out remember that McCarthy when you had a then later when you had a moment to be speaker the first time but. I ran into so how do I say this politely personal issues. The Paul Ryan ascended to the chair because you had wait for it. Personal issues they had to be addressed. Now we're here and they're going to throw up everything and now you know Don Bacon and in the in the in the in the problem solvers that's a great group. The problem solvers all the geniuses the problem solvers they're going to give you a CR that goes to January. And then you're just see the whole thing wrapped up into one. Omnibus bill done so you got the problem solvers working with the Democrats. You've got the Senate coming in with something McCarthy's now saying it comes up it whatever way whatever angle they come for. It's all to one purpose to get past the 30th and have the apparatus continue to be financed. The purpose is we're trying to deconstruct the apparatus and the first step in deconstruct it is choke it off from money. Choke it off from the Federal Reserve just continuing on and on and on and on as you have this fiscal terrorism was what it is now. Control by the lobbyist. If this didn't work for the fat cats in the lobbyists in the donor class and the bayonets do you think this would be a thing with this be a fight now. That's what the fights about because they understand the first way to get after them is to cut this massive federal spending the out of control federal spending. And that's what they refuse to do and they refuse to tell you what the reality is. And you can see in every aspect and they have the goal in there to put 24 billion dollars. In for Ukraine now somebody found your point I think was the messenger my number because it's 60 minutes of 70 billion dollars makes it 40 billion dollars. Those are all lies you got to aggregate up everything we spend on these people. 113 billion and if it was for the benefit of the Ukrainian people maybe people are getting back of it's not it's the oligarchs over there the Ukrainian people have been thrown into the channel and she had 50,000 dead Ukrainians for what. So that you go back and fight over who controls buck moot to crossroads town of buck moot. 24 billion dollars government programs were talking massive cuts in discretionary spending I think massive cuts into defense bill. Which are going to be tough but I think necessary get economic warfare up there to the top and do not commit non kinetic means we cannot continue to fight and think about the words of the 20th century. But these cuts are going to be tough they're going to be I didn't say they weren't going to be tough and their arguments on some of these on both sides. Other than the getting the weapon weaponized out which there is no argument there but it's going to be tough it's just tough to get to this point when you really start cutting programmatically taking things out and that's some fantasy we're going to get 8% 8% is on is on non discretion is on discretionary defense or not defense and is for two weeks that's a fantasy it's another false flag. .",subjective,border security
1147,1147,7141027828069453099,2022-09-08T11:15:12,15.0,US,,271.0,1.0,14.0,1361.0,#voteblue ,False,,mrsdayo1,💋,,,,,,False,"Bannon, Stephen K",2021,@mrsdayo1_video_7141027828069453099.txt, 9,objective,not english
1148,1148,7271395717342711083,2023-08-25T18:49:14,51.0,US,,40.0,0.0,5.0,924.0,#SteveBannon #StephenKBannon ##Bannon##BannonWarRoom##BannonPodcast##BannonTVShow##SteveBannonWarRoom##SteveBannonPodcast##SteveBannonTVShow##SteveBannonWarrior##ManInTheArena##BannonIsTheManInTheArena##TrumpIsTheManInTheArena##ManInTheArenaTrump##TrumpGrabThem##GrabThemByTheP##GrabTheMoment##SeizeTheMoment##CarpeDM##SeizeTheDay##TrumpSeizeTheDay##DonaldTrumpSteveBannon##TrumpBannon##BannonTrump##FultonCountyJail##TrumpInJail##TrumpInJail2023##TrumpInJail2024##BannonInJail##BannonInJail2023##Ban,False,,realconsoftwitter,Real Cons Of Twitter,,,,,,False,"Bannon, Stephen K",2021,@realconsoftwitter_video_7271395717342711083.txt," Only twice in this republic's history has the fate of an individual been inextricably linked with the destiny of this republic. And that's where we are today. And that's one of the reasons the laugh goes out of the way the Jirinder, they go out of the way, oh, this occult to Trump, this occult to Trump, this is nothing, there's no cult of Trump about this. And you can see yesterday with that, if you can pull back up, if you can pull back up for a moment that photo, what they call the mugshot. And just look at that. At first when it first came up, I actually thought it was a painting. I mean, think of the pressure of somebody's under and to deliver in the moment. This is about the ability to grab the moment. That is what leaders do. They grab the moment.",subjective,leadership
1149,1149,7317403240612629803,2023-12-27T17:21:57,184.0,US,,4.0,0.0,0.0,783.0,Part_1 Steve Bannon  What You Need To Know,False,,user7151356788695,user7151356788695,,,,,,False,"Bannon, Stephen K",2021,@user7151356788695_video_7317403240612629803.txt," He's been called a savior by some and a dangerous political operative by others. Steve Bannon is a man who's rebranded racism as nationalism, and now he is Trump's chief strategist, and he was a key player in getting the Donald into the White House. Hey, I'm Tarrick, and we're gonna walk you through how someone with such a low profile and ties to white supremacy, rose to become one of the most powerful men in the United States. After years in preps school and later graduating from Virginia Tech, Bannon enlisted in the military, where he served from the late 70s to early 80s. During this time, Bannon grew disillusioned with then-president Jimmy Carter. He felt Carter's sole focus in the Persian Gulf was aimed towards protecting U.S. oil interests from the nation's Cold War enemy, the Soviet Union. But in 1980, there was a turning point in U.S. politics. California Governor Ronald Reagan came to power after inspiring millions with the slogan, let's make America great again. Sound familiar? Bannon left the Navy in 1983 to pursue his MBA at Harvard. He would eventually find his way to one of the biggest financial firms on Wall Street, Goldman Sachs. Bannon left the banking giant to start his own firm, Bannon and Co. The upstart connected big money financiers with huge Hollywood projects. And then 9-11-Hound. Bannon threw all of his energy into producing and directing his own documentaries. But these weren't your average Netflix movies. The liberal media don't matter to me, Republican establishment don't matter to me. To hell with the establishment, because the establishment is put us in this position for twice. From 2004 to 2012, Bannon directed nine films. His inspiration, Nazi propaganda filmmaker Lenny Riefenstahl. Riefenstahl collaborated with Adolf Hitler in the 1900s to create films glorifying the Nazi party. Throughout his career, Bannon's colleagues have described his work ethic as very intense. And parts of his personal life were just as intense. Bannon was married a few times, his second life was Mary Louise Picard. She made headlines when reporters dug up a domestic violence report that she filed in 1996. Several years later, Steve and Mary Louise divorced and he married Diane Clohessie. Diane was an activist for a new political presence growing across the US, the T-Point. Bannon identified with the group's mistrust in federal government and agreed with rolling back social welfare programs. Steve and Diane also called it quits, ending their marriage in 2009. That same year, Barack Obama was sworn in as the first black president and the T-party hit the national stage. During the 2010 midterm elections, Bannon released a film Battle for America to fire up T-party supporters. I shudder to imagine what an unchecked, unlimited, Obama radicalism would be like in the next two years. He has truly awakened to sleeping giant to a point where they are determined to take back America. And Bannon's films were effective. Combined with the landmark Supreme Court case citizens united, T-party backed Republicans one big. 44 seats to be exact. In 2011, Bannon met Andrew Breitbart and the two became fast friends. Now, Breitbart.com was a conservative news organization that panned her to people who felt that Fox News was the establishment. Andrew Breitbart died in 2012. Steve Bannon took over and helped amplify anti-black, anti-Muslim, and anti-immigrant sentiment. He used Breitbart to cater to white supremacists. In that same year,",subjective,political rise
1150,1150,7186422327188458794,2023-01-08T18:09:07,52.0,US,,32.0,5.0,5.0,2857.0,Conspiracy theoriists Mike Lindell and Stephen K. Bannon used their olatforms to soread skepticism about the election in #Brazil. #journalism #news ,False,,azi.paybarah,Azi.Paybarah,,,,,,False,"Bannon, Stephen K",2021,@azi.paybarah_video_7186422327188458794.txt, got breaking news tonight Brazilian president plans presser will announce some are saying may announce military audit of controversial election may arrest criminal judges okay he did not can see the respects the public the constitution will fall if they did not can see that we were watching the brazil election they took by point one million votes through the machines i'm friends with president son Eduardo barsanero he should scare everybody in this country everyone to get rid of the machines we have to and then the other thing and this is on my social media have to check out is there videos from south palo yesterday sunday afternoon people in the street taking video of the boxes of the voting machines being moved out in front of the Brazilian law says 60 days from when the election is held they have to stay in place for well just like the election was stuck yeah the election was stolen,subjective,election
1151,1151,7334030831834402090,2024-02-10T12:45:51,42.0,US,,719.0,12.0,41.0,10300.0,The Weekend co-hosts unpack a potential shakeup at the top of the Republican National Committee specifically the current chair Ronna McDaniel has offered to step down soon. @Michael Steele631 gives a direct call to Republicans.,False,,theweekendmsnbc,The Weekend on MSNBC,,,,,,False,Republican National Committee,2021,@theweekendmsnbc_video_7334030831834402090.txt," Just want to just take the moment and tell every Republican out there, you don't have to do what you're doing. You don't have to be the way you are right now. And Mark Rassico and other Republicans are trying to tell you that's the case. And this is not Donald Trump. This is not who we are. This is not what we need to do. And I think the opportunity here for the party to move in a different direction is in front of them. But clearly, they want to put the bag over their head. They want to put the cotton in their ears and not pay attention to what's happening. So here we are. I'm announcing my candidacy for the R&C Championship right now. That's a joke. He's a poor guy.",subjective,political commentary
1152,1152,7334030831834402090,2024-02-10T12:45:51,42.0,US,,719.0,12.0,41.0,10300.0,The Weekend co-hosts unpack a potential shakeup at the top of the Republican National Committee specifically the current chair Ronna McDaniel has offered to step down soon. @Michael Steele631 gives a direct call to Republicans.,False,,theweekendmsnbc,The Weekend on MSNBC,,,,,,False,Republican National Committee,2021,@theweekendmsnbc_video_7334030831834402090.txt," Just want to just take the moment and tell every Republican out there, you don't have to do what you're doing. You don't have to be the way you are right now. And Mark Rassico and other Republicans are trying to tell you that's the case. And this is not Donald Trump. This is not who we are. This is not what we need to do. And I think the opportunity here for the party to move in a different direction is in front of them. But clearly, they want to put the bag over their head. They want to put the cotton in their ears and not pay attention to what's happening. So here we are. I'm announcing my candidacy for the R&C Championship right now. That's a joke. He's a poor guy.",subjective,political commentary
1153,1153,7334030831834402090,2024-02-10T12:45:51,42.0,US,,719.0,12.0,41.0,10300.0,The Weekend co-hosts unpack a potential shakeup at the top of the Republican National Committee specifically the current chair Ronna McDaniel has offered to step down soon. @Michael Steele631 gives a direct call to Republicans.,False,,theweekendmsnbc,The Weekend on MSNBC,,,,,,False,Republican National Committee,2021,@theweekendmsnbc_video_7334030831834402090.txt," Just want to just take the moment and tell every Republican out there, you don't have to do what you're doing. You don't have to be the way you are right now. And Mark Rassico and other Republicans are trying to tell you that's the case. And this is not Donald Trump. This is not who we are. This is not what we need to do. And I think the opportunity here for the party to move in a different direction is in front of them. But clearly, they want to put the bag over their head. They want to put the cotton in their ears and not pay attention to what's happening. So here we are. I'm announcing my candidacy for the R&C Championship right now. That's a joke. He's a poor guy.",subjective,political discourse
1154,1154,7357592013547621663,2024-04-14T01:40:11,7.0,US,,43.0,2.0,2.0,535.0,Is it the RNC Out Reach Around Center now? Literally what is happening. #rnc #news #politics #wwdits #sound #nadja #usa #fy #fyp ,False,,jjbaberams,JJ Baberams,,,,,,False,Republican National Committee,2021,@jjbaberams_video_7357592013547621663.txt," So it seems that everything worked out? Kind of? To be honest, I can't really keep track of whatever the fuck is going on around here.",subjective,confusion
1155,1155,7357592013547621663,2024-04-14T01:40:11,7.0,US,,43.0,2.0,2.0,535.0,Is it the RNC Out Reach Around Center now? Literally what is happening. #rnc #news #politics #wwdits #sound #nadja #usa #fy #fyp ,False,,jjbaberams,JJ Baberams,,,,,,False,Republican National Committee,2021,@jjbaberams_video_7357592013547621663.txt," So it seems that everything worked out? Kind of? To be honest, I can't really keep track of whatever the fuck is going on around here.",subjective,confusion
1156,1156,7357592013547621663,2024-04-14T01:40:11,7.0,US,,43.0,2.0,2.0,535.0,Is it the RNC Out Reach Around Center now? Literally what is happening. #rnc #news #politics #wwdits #sound #nadja #usa #fy #fyp ,False,,jjbaberams,JJ Baberams,,,,,,False,Republican National Committee,2021,@jjbaberams_video_7357592013547621663.txt," So it seems that everything worked out? Kind of? To be honest, I can't really keep track of whatever the fuck is going on around here.",subjective,confusion
1157,1157,7357592013547621663,2024-04-14T01:40:11,7.0,US,,43.0,2.0,2.0,535.0,Is it the RNC Out Reach Around Center now? Literally what is happening. #rnc #news #politics #wwdits #sound #nadja #usa #fy #fyp ,False,,jjbaberams,JJ Baberams,,,,,,False,Republican National Committee,2021,@jjbaberams_video_7357592013547621663.txt," So it seems that everything worked out? Kind of? To be honest, I can't really keep track of whatever the fuck is going on around here.",subjective,confusion
1158,1158,7357592013547621663,2024-04-14T01:40:11,7.0,US,,43.0,2.0,2.0,535.0,Is it the RNC Out Reach Around Center now? Literally what is happening. #rnc #news #politics #wwdits #sound #nadja #usa #fy #fyp ,False,,jjbaberams,JJ Baberams,,,,,,False,Republican National Committee,2021,@jjbaberams_video_7357592013547621663.txt," So it seems that everything worked out? Kind of? To be honest, I can't really keep track of whatever the fuck is going on around here.",subjective,confusion
1159,1159,7239385791657479466,2023-05-31T12:34:25,11.0,US,,22.0,1.0,4.0,537.0,,False,,realconsoftwitter,Real Cons Of Twitter,,,,,,False,"Bannon, Stephen K",2021,@realconsoftwitter_video_7239385791657479466.txt, The thing people so work about you treat them like idiots and they're not idiots. The American people have an innate common sense. Very smart. They're on point. They're angry and they should be angry.,subjective,american politics
