,File Name,Content,Subjectivity/Objectivity
386,@requination_video_7216830270551428357.txt," Russia had its own pussy riot moment. What do you think of Donald Trump's pussy riot moment? Well, I don't know whether this would... I English is not my mother tongue, I don't know, but I would... I would sound... I mean... decent. There are so many puses around your presidential campaign on both sides that I prefer not to comment about this. Oh my goodness. I wasn't expecting that.",
387,@easterneuropefeels_video_7319796869230644512.txt, The 4th Game of glass,
388,@quirkyquest5_video_7302144426531376414.txt," This is Russia's most powerful weapon capable of destroying the entire United States. If this is fired, you will have less than 30 minutes to prepare. Let me explain. This is the Tsar nuclear bomb, the most potent weapon ever created by humanity. These bombs have a much more devastating impact than the ones used in Nagasaki. To put things into perspective, if Russia unleashed just one of these Tsar bombs on Japan, it would obliterate not only Japan, but also both North and South Korea. Shockingly, Russia only needs three of these giant bombs to make the United States uninhabitable and just two to destroy the entirety of Europe. With Russia having an alarming 6,000 nuclear warheads on standby, they could practically destroy the entire world. But what should you actually do if one is heading your way? In the event of a nuclear threat, the most important step is to seek immediate shelter, ideally in a reinforced structure or underground. Stay there until you receive official guidance, as going outside could expose you to deadly radiation.",
389,@wotan1943_video_7208267586004356358.txt," Es hat keinen Sinn darauf zu warten, dass die USA ihr Atomwaffen asinar modernisieren. Es ist unmöglich mit einem Partner zu verhandeln, der an Doppeltes spiert hat. Es musste so kommen. Nach der Sabotage der Nord-Train pipeline und nachdem festgestellt wurde, dass die USA direkt an den Versuchen der Ukraine beteiligt waren, russische strategische Flugzeuge anzugreifen und neue nuklearere Sprenkkopfetze entwickeln. Hat Russland beschlossen, die Teilnahme am Vertrag zur Reduzierung strategischer Waffen auszusetzen. Das sagte Vladimir Putin in seiner Rede vor der föderalen Versammlung. Und eine solche Wendung der Ereignisse ist wohl kaum nach dem Geschmack Washington's. Umso mehr, als das der Anteil der russischen Nuklearstreitkräfte, an den modernen Waffen bereits mehr als 91% beträgt. Aber ich wiederhole, die Notwendigkeit, sich um die Sicherheit Russland zu sorgen, wurde allein durch die unverholen feinzähligen Handlungen der Vereinigten Staaten diktiert. Und als Washington schließlich erkannte, dass es den Bogen überspannt hatte, wurden mehrere Versuche unternommen mit Moskau zu verhandeln. Natürlich zur amerikanischen Bedingungen. Es ist ja so, dass die Vereinigten Staaten Zeit brauchen, um ihr nukleares Potenziaat zu erneuern. Und Washington hat auf Stadt viel gesetzt. Kein besonders raffinierter Trick. Anfang Februar forderte die amerikanische Seite bei der Rüstungskontrollvereinigung, bei der auch die russischen Experten per Videolink anwesend waren, diese fortige Aufnahme der Verhandlungen über den neuen Staatviervertrag, der der bisherige 2026 ausläuft. Das hat natürlich nichts mit amerikanischen Pazifismus zu tun. Washington fürchtet nur eines, das russische Atomwaffenarsenal, mit dem man rechnen muss. Und das ist nicht nach dem Geschmack einer Sondernation, die es gewohnt ist, die Welt zu beherrschen. Erinnert euch daran, dass die Massenproduktion von Atomspringköpfen in den USA 1989 gestoppt wurde, als das FBI eine Ratschia in der Anklage Rocky Fleitz in Colorado durchfühte. Bereits seit den 1960er Jahren wurden Lex und die Versorgung der Umgebung durch radioaktives Material aus dieser Anlage festgestellt. Im Jahr 1989 führte eine Fefunkktion der Anlage dazu, das Gromseure in die Abwasserkannele der Stadt gelangte. Das FBI leitete seine eigenen Ermittlungen ein, und 1992 wurde der Betreiber Rockwell wegen 10 Umweltverbrechen verschuldig befunden. Die Anklage wurde noch im selben Jahr geschlossen. Das Ausmaß der Kontamination war so immens, dass mehr als 800 Gebäude abgerissen, mehr als 21 Tonnen radioaktives Material bewegt, mehr als 1,3 Millionen Kubikmeter abverentfärmt und mehr als 72 Millionen Liter Wasser aufbereitet werden mussten. Die Aufräume arbeiteten wurden erst 2005 abgeschlossen und kosteten 7 Milliarden Dollar. Derzeit verfügen die Vereinigten Staaten nun noch über ein einziges Laborenlos Alamos, in die Manipulationen an Atomspringköpfen vorgenommen werden können. Von 2007 bis 2011 wurden dort insgesamt 29 Nuklear-Springköpfe für U-Boot-gestützteraketen nachgerüstet. Seit 2013 ist die Produktion wegen Nicht-Einhaltung der Vorschriften für den Umgang mit radioaktive Material ausgesetzt. Die Arbeiten wurden jedoch 2021 wieder aufgenommen und im Juni des selben Jahres verkündete die nationale Atomaufsichtsbehörde die Fertigstellung des ersten Sprangkopf-Upgrades für U-Boot-gestützteraketen, allerdings mit einem Jahrverspätung und mehreren 100 Millionen Dollar mehr kosten. Die Anzahl der Sprangköpfe, die von der Modernisierung betroffen sind, wurden in öffentlichen Käln nicht genannt. Es wurde jedoch festgelegt, dass die Modernisierung die gesamte Nuklear-Triade betreffen würde. So sollten die Fliegerbomben im Jahr 2020 die Nuklear-Springköpfe für Marschflugkörper im Jahr 2025 und die Intercontinental-Raketen auf Silobasis im Jahr 2030 modernisiert werden. Nach Angaben des Bulletin, der Atomwissenschaftler, gibt es in den USA heute etwa 3800 Sprangköpfe, die 30-40 Jahre alt sind. OS-Wissenschaftler haben weder holt die Langlebigkeit der bestehenden Atomspringköpfe untersucht. Im Jahr 2003 definierte die nationale Atomaufsichtsbehörde nach der Durchführung von Studien die Mindestlebensdauer von Atomspringköpfen, von 45 Jahren, ab dem Herstellungsdatum. Im Jahr 2019 wurde die Atomaufsichtsbehörde auf Initiative der Regierung von US-Präsident Donne Trump beauftragt, die Produktion von 80 Atomspringköpfen bis 2030 wieder aufzunehmen. Damals hieß es in einer Pressemitteilung der Organisation, dass diese Produktion aufgrund der Alterung der Plotoniumladungen und der Notwendigkeit das Atomwaffenasenheit zu modernisieren, wieder aufnehmen würden. Da die USA seit fast drei Jahrzehnten nicht in der Lage sind, Sprenkköpfe, in denen die für die Lagerung von Atomwaffen erforderlichen Mengen zu produzieren. Als erster Neustandort für die Produktion von Atomspringköpfen wurde die nicht zu Ende gebaut, Mox-Brennstoffanlage in Savannah River, Südkoreleiner ausgewählt. Diese Anlage war seit 2007 im Rahmen eines amerikanischen, russischen Abkommens über die Entsorgung von Plotonium im Bau, aber das Projekt wurde 2018 gestoppt, weil es zusätzliche 13 Milliarden Dollar benötigte und 32 Jahre hinter dem Zeitplan zurücklag. Obwohl die Anlage laut Plan zu 70% fertiggestellt war, während 30 bis 50 Milliarden Dollar erforderlich gewesen, um den Bau abzuschließen, die festgestellten Konstruktionsfilter zu beheben und die Funktionsfähigkeit zu erhalten. Es sei darauf hingewiesen, dass Russland eine solche Anlage mit einem BN800 Reaktor für Mox-Brennstoff in Zellitz-Nogos gehen fünf Jahren gebaut.",
390,@dingdongmudafuka3_video_7340333830340873514.txt," In the villain is truth, yeah, God amending feelings is truth, yeah, watch me kill them. It's truth, let me introduce myself, it's truth.",
391,@missdaaria_video_7311466257218407685.txt," We are Belirussians, a Slavic nation, one of the most hardworking, clean and beautiful nations of the world.",
392,@yesomar_video_7288530555392527662.txt," There are started taking over my country. Why would anybody help us? Why aren't everyone talking about it on social media? Why is United States not sending soldiers to help us? The end to let West Ghatta fit them seal over with drama. Why are you crying? Why are you crying for? You guys get the whole US on your side. You guys have received aid from the US community still they received 243.9 billion from the year 1946 till 2019. In 2021 itself you guys have received 3.31 billion dollars. Aid from the US. So what else do you need? What do you need more than that? What kind of aid do you guys need more? So you could make more crimes. So you could destroy more houses. So you could kill more babies and airstrike some houses more than what you have done already. You guys are not even good at acting. You guys are not good at anything. Crying for what? And with all of these kind of support and kind of aid and money you guys getting from the US, you're still fighting unarmed people and civilians of the land that you guys occupy. Here is the human cost of the Israeli Palestinian camp. You guys can clearly see where your money goes from the US. I got to see my friend. So thank you guys for coming. See you tomorrow. Bye.",
393,@cbsnews_video_7145900850798677294.txt," A nuclear war cannot be won and must never be fought. The five permanent members of the Security Council just reaffirmed that commitment in January. But today we're seeing disturbing trends. Russia shun the non-proliferation ideals embraced by every other nation at the 10th NPT review conference. And again today, as I said, they're making irresponsible nuclear threats to use nuclear weapons. China is conducting an unprecedented, concerning nuclear build-up without any transparency. Despite our efforts to begin serious and sustained diplomacy, the Democratic People's Republic of Korea continues to blatantly violate UN sanctions. While the United States is prepared for a mutual return to the joint comprehensive plan of action, if Iran steps up to its obligations, the United States is clear. We will not allow Iran to acquire a nuclear weapon.",
394,@baruch_baruk_video_7349787578754731307.txt," 14th and 15th century paintings revealed by Russia proved that Jesus was not white but black. He, his mother, and the people around him were all black. That's a groundbreaking revelation, questioning why Europe depicted Jesus as white until now. So, what have we found in the centuries-old Russian sellers and vaults? What people have been shown in the paintings found in these vaults that completely change biblical teachings? Let's know about that in this video. Recently, news surfaced that Russian President Vladimir Putin has ordered the relocation of one of Russia's most sacred icons from a museum to a Moscow cathedral. For centuries, these paintings remained locked in vaults, but now the world has the chance to observe them. This fundamentally changes our understanding of Jesus, his mother, and his disciples. These paintings are called the Russian icons, which are collections of hundreds of paintings depicting Jesus' era and his life. In Russian icons, Father Vladimir Ivanov explores Russian iconography in depth, offering insights into the history, symbolism, and spiritual significance of these sacred artworks. Authored by a distinguished expert in the field, Father Ivanov presents readers with a comprehensive overview of Russian iconography covering various aspects. However, even if the artworks show various instances, they have one similarity. They show Jesus, his mother, people, and even angels as black.",
395,@ssonnzvqgqu_video_7280830587085065504.txt, PLAYBACK,
396,@refugees_video_7111372691545853189.txt," Hey, I'm Ben Stiller and I'm here in Ukraine. I'm meeting people who've been impacted by the war and hearing how it's changed with their lives. War and violence are devastating people all over the world. Nobody chooses to flee their home. Seeking safety is a right and it needs to be upheld for every person.",
397,@elenaboutgeorgia_video_7272348804882435346.txt," 15 Busan 14 vid 1888年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 1905年, 19 2019年",
398,@habibibears_video_7298757125113662766.txt," Did you know? 110 million people around the world lived their house because it's not safe. That's more than that people lived in Germany. They have to live their house because the war and the religion and human rights is not safe. That happened to us in 2014. Yes, the easiest we were attacked. We are rebuilding our lives now, so follow us to learn more.",
399,@pokrov_video_7209204119175810312.txt," Собирайся! Пошли! Кау! Иди, а вот это... Ммм! Ха RES! Ха-ха! Ха-ха! Вау! Ух, пиг! Ах! Ха-ха! Свинья! Ха-ха! Хрю-хрю! Ха-ха! Фраг, в which is like... ...ребет, ребет. Ха-ха! Легушка! Ква-ква! Ква-ква! Ребей? И then like a chicken, which is like... ...ва-ква! Курицыть! Да, куда-куда-ка! Ха-ха!",
400,@hananyanaftali_video_7069733362528734465.txt," NATO is the North Atlantic Treaty Organization. It's basically a military coalition between Western countries and also countries in Eastern Europe. It has a lot of sections, but the main one is that if one country is attacked by another country, then all of the countries in this military coalition will come to the help of that specific country until order is restored and peace is restored. So Ukraine wants to be part of that. The NATO military coalition was established in 1949 and the Russians were not part of that. It was mainly a Western thing, so they established their own thing and mind you, this is the era of the Cold War. So they established the Warsaw Pact that included Eastern European countries. But after the collapse of the Soviet Union, these Eastern European countries like Hungary and Romania joined the NATO. So the Russians found themselves threatened by NATO and now Ukraine wanting to join NATO was a red line for Putin. He said he basically wants to have a country that will separate between NATO, between the West and the Russian territory and Ukraine is just about in the middle.",
401,@deft.data_video_7358837570760985888.txt," to I'm so happy to see you I'm so happy to see you I'm so happy to see you I'm so happy to see you I'm so happy to see you I'm so happy to see you I'm so happy to see you I'm so cool, I just love to see you I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I'm a little sleepy, I",
402,@carachinabusiness_video_7313152175616658690.txt," 3. Opportunity cities in China, you must not miss 3. You Exactly Food here, you will international trade market. This is the biggest hotel market of small commodities in the world. The market is derived into 13 streets, covering area of 4 million square meters, that's around 560 square feet. And it has 70,000 booths in sign, that has 4 million kinds of products. Literally, you can find any small products here, front toys and jewelry to clothes in home decor and in that your hardware. What's more, the supply chain is amazing. You can get the most competitive price here. You know what? Even a lot of Alibaba sellers go to products here. So, if you want to find the cheapest products in China, you can check out here. By the way, what is the product's vision map for future business trade? It will help you prickly in the right product area. Or carry a business partner in China.",
403,@nightmarefuel___video_7247247937128942875.txt, images music music I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station. I'm going to go to the next station.,
404,@kitbagkid_video_7203076678514593070.txt," Russian President Valimir Putin announced on Monday that he would be suspending Russia's participation in the new strategic arms reduction treaty which has been in place with the US since 2011. Despite the suspension, Russian officials have clarified that they will still comply with the current treaty limits on long-range nuclear arsenals. The new start treaty is aimed at limiting the number of long-range nuclear weapons that both countries can deploy, calm and allows for mutual expression of each other's strategic nuclear sites up to 18 times per year with short notice. Some analysts notice that the suspension of the Russians' participation in the treaty is not considered a formal withdrawal, but it could create more difficulty in determining compliance. Moreover, Putin warned that Russia is willing to restart nuclear weapon tests. If the US does so, a practice that has been mostly banned since 1960. The suspension of Russia's participation in the treaty and the possibility of nuclear weapons testing have deep concerns and a potential new arms race between the US and Russia. If you're not following me, please follow me now and thank you so much for watching this video.",
405,@.travelhub_video_7192919124706659589.txt," Живая не уйдет, зато уйдет, умирает",
406,@knowledgeinplatforms_video_7148737567746198826.txt," Perkiles did improve on safety since it started in California a hundred years earlier. The large poles around each test site are lightning rods to divert strikes from the area's numerous storms and to prevent explosions. Nonetheless, one man was killed at T-Coy. In 1984, crushed beneath a motor that came loose during Securement to the Test Block, an accident for which the United States Occupational Safety and Health Administration find Hercules $640. The end of the 1980s was the beginning of the end for Hercules. The United States had been slowing production of nuclear warheads and needed fewer missiles to carry them. T-Coy was used less as a testing site and more as a storage location as military contracts dried up, leading to hundreds of layoffs in the early 1990s. Though the United States no longer needed the facility for strategic production, it was still strategically useful in a different way. Politics In 1991, the United States and the Soviet Union signed start, the Strategic Arms Reduction Treaty, where both agreed to reduce the size of their nuclear stockpiles. Because, of course, neither country was just going to take the word of the other, numerous trust but verify policies were put into place. For example, both sides disabling their long-range bombers out in the open for the others' satellites to see. And each country picked weapon production sites the other could inspect. The United States provided a list of dozens of sites for the Soviets, one of which was the T-Coy Test Range, and is why the sign in Russian is at the entrance. Temporary housing for the inspection team was built in the Soviet Union to ensure the Americans had not installed any bugs in the walls or tampered with the equipment and transported to Utah, forming a small Soviet outpost in Magna, the flags of which had to be changed after the Soviet Union dissolved and inspection duties fell to the Russian Federation. T-Coy limped on during the inspection period, but in 1995 with too many cancelled contracts, and now failing Hercules' incorporated put itself up for sale, acquired by Alliance Tech Systems, an American aerospace defense and sporting goods company. In 1999, the lease on this land expired. Alliance Tech Systems did not renew, and control of the T-Coy Test Range reverted to the Skull Valley Indian Reservation, within the borders of which T-Coy sits. Though T-Coy operates no more, its work lives on. 120 trident nuclear missiles are still actively deployed, waiting with their solid fuel motors calibrated here at T-Coy to assure mutual destruction.",
407,@victoriamatvv_video_7191161823314414854.txt, Gerilim,
408,@1_mi_store_video_7161975656031554822.txt," When you come to you, you must know the international trade market, which divided into five districts. Let me take a look at the various zones of international trade markets. Today, I would like to introduce you the district one. We are on the first floor of the Zoom one, the floor of the camera. Here are the touch-tacel points. The kinds of plush, electric, and inflatable products are all hot sellers. Here, you can always see brands who come from all over the world. Pick up please.",
409,@military_shot53_video_7231588828773993754.txt, 1-2-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-3-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4 Thank you for watching!,
410,@beachlifeflorida_video_7299537986046233899.txt,ぷらこれ滅づき drive,
411,@originalshazology_video_7220311481286495494.txt," Russia had its own pussy riot moment. What do you think of Donald Trump's pussy riot moment? Well, I don't know whether this would... I English is not my mother tongue, I don't know, but I would sound decent. There are so many pussies around your presidential campaign on both sides that I prefer not to comment about this. Oh my goodness, I wasn't expecting that.",
412,@adammuminovic_video_6911521255434751238.txt, مهور فرح مقص دو مهور فرح مقص دو,
413,@investingingold_video_7339926642803920174.txt," And because of this, the US and the dollar get away with a whole lot more than anyone else. I'll tell you exactly what I mean by that in just a minute, and this is really mind-blowing stuff. But first, let's briefly talk about why the dollar is so dominant. First things first, it's the global reserve currency, right? Central banks across the globe hold a significant portion of their reserves in dollars. This dominance provides the US with a boatload of economic and financial advantages. And a large portion of international trade and financial transactions are conducted in dollars, even between countries that do not use the dollar domestically. Now, would you imagine that? Major commodities such as oil, gold, and tons of others are priced and traded in dollars on the global market. This means the changes in the value of the dollar can have a direct impact on global commodity prices.",
414,@mapslapse_video_7235653878669118726.txt, So lies on me 19 Little like a football coach a long time you You,
415,@attentiveeu_video_7327198054715510049.txt, Shhhhhhhhhhhhhhhhhhhhhhh chattering,
416,@extremenature8_video_7324380568836115754.txt, You all and always the colors high Keep old thieves and beggars never shall we die Now some have died and some are alive And others say lonely sin With their keys to the cage and the devil to bear We lay to feed their scream You,
417,@nbcnews_video_7327726275160788254.txt," I will build an iron dome over our country, a state-of-the-art missile defense shield. But how would that even work? Because, well, Israel's iron dome is praised for being really good at its job. Many rockets, many interceptions. That job is specialized, using radar to detect and if it seems necessary, destroy incoming rockets, like these sent from Gaza. Israel has 10 of these iron dome batteries, each of which is designed to defend 60 square miles. For a country the size of Israel, that was a long way to cover where many people live. But the US is so much bigger, it would require thousands. More importantly, these focus on relatively basic, short-range projectiles. They likely wouldn't protect against more advanced missiles, fired from far away. Those are a much bigger challenge to stop. But when the US has been investing billions of dollars in for decades. Despite Trump saying, We help other countries, we don't do it for ourselves. On a smaller scale, the US does have two iron dome batteries. They tested one at the US military-based in Guam, defending against a hypothetical threat that some fear from China. But announced in the fall that they were releasing these two back to Israel.",
418,@russf.d_video_7299023859838111008.txt," Пидайте, пожалуйста, микрофон. А тут заряжите сейчас еще. Мне хочется сказать, вы придурки нет. Нажрался, как у нас, говорят, напился водки. И устроил потасов. И дальше перестает удивляться, мы пара накладбище. Что это такое? Совсем сумасшедший. Такая убаса у положительность. Я хоть и не очень хорошо может быть учился в университете, потому что пиво много выпил свободное время. Но все-таки кое-что помни еще за... Что еще такое? Кисто сидишь. Андрей, глубнесть. Техорч. Сказали о том, что существует проблему про имы и крын. Вы как бы разделили крын и украину. И это правильно. Вопрос. Как вы расслабляете ответ. Я не набрегаюсь. Что мы зубы виблием всем, так, чтобы они не могли кусаться. Я не знаю, какие, не знаю, какие придурки это говорит. Говори. Нечего на зеркало пенять, если рожа кревает. Вы чего, хватите, чтобы я земли ел из гашка с цветами. Вайшее место упораши. Удивительный идиоты. А с в этом случае не спокоит только одно. Как бы они не пропскали. Известный детский стишок. У нас в квартире газ. У вас. Надо ли что-то обещать поеде? Как все, я заодно место. Почему заодно? Если мы какие-то сбой допустим, могут послать еще по одному направлению. У нас народ знает куда-то. Везде не вернул. Дела вас в беде или противник? Нам было отказано возбуждение, потому что как бы отсутствует потерпевшесть. Затите ко мне после. И сейчас мы найдем потерпевше.",
419,@moscowstreetswalks_video_7294340801172213023.txt, dat,
420,@joeycontino2_video_7294424942924582190.txt," Vladimir Putin is not dead. We're starting off this story with that because right now there's a lot of rumors and speculation stating that he has died from his injuries on Sunday. For those who don't know on Monday, a large Russian telegram group announced that on Sunday night Putin had a heart attack in his presidential suite. That account really has given mixed information throughout the past year and a half. Sometimes their stuff was true, sometimes it was false. But the big thing is that when they were true, they were ahead of the game. That sometimes made them very credible, which is why when they put out some information, people do tend to believe them. So when they announced that Putin had a heart attack at 9 p.m. on Sunday, a lot of sources started to believe it. Though the Kremlin said that's a hoax and it's not true. This channel, General SVU, is now coming out and earlier today announced that Putin had died from his injuries on Sunday. The Kremlin responded to this by denying it outright saying that is not true, but interestingly enough, there is one interesting thing going on behind the scenes. It's no secret that Putin does have body doubles. We've talked about it on this channel. They walk differently, they swing their arms differently, and sometimes in the face they look very off. It has been reported and confirmed by many different Russian telegram groups that his body doubles. Their security has been beefed up. There are some people who have said that well, Putin can't be dead because on Wednesday, he was at a meeting where they were talking about the nuclear strikes or the revenge strikes. While Summers saying it's possible that they could have cut in other footage of him to make it seem like he was all well and alive, but I just want to leave you with this. As of right now, there is no verified, no confirmation. There really is no evidence that he has died nor has he had a heart attack. I'll be sure to keep you guys in the loop because this story is breaking right now. So it's possible that a lot of other news sources are going to pick up on it. Just now you understand what's going on where the information is coming from and that it's not true at this time.",
421,@hvfootball1901_video_7306911866603851041.txt, I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm going to go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station. I'm gonna go to the next station.,
422,@omaragamyy_video_7322429618005265670.txt," Hey Belarus, what's new with you? President just signed a law to give himself a immunity from any criminal prosecution. What? He signed a law that would get... I heard you, but like he signed a law for himself so that he would never get like criminally prosecuted. So that's not it. He also gave himself lifelong state protection, medical care and insurance for him and his family. So were people okay with this? Not really, but there isn't much that they can do. I think he's set to do any crime you want to. I think so.",
423,@factsvsopinions__video_7349609785530092842.txt, All right everyone this is the current update on the Russian attack. Currently they have arrested more than four individuals in direct relation to the attack with many more detained. They have been interrogating these individuals with one of them stating they were recruited after staying in a hostel and in need of money desperately. They were then contacted by someone who hired them to kill people for money. After the attack these individuals fled in a white car near the border on their way to Ukraine. As it stands now more than 150 people have been killed with hundreds more injured. Unfortunately due to TIGTOKS policy I can oppose some of the more severe images and videos. The concert hall where this took place has been destroyed by the attackers after they blew up bombs inside the venue. Currently there is a mission to find people trapped inside the venue. At this moment the terrorist group ISIS has taken responsibility for the attack. Also many public spaces in the area are still on lockdown. As you can see here these are the interrogations and this is the concert hall where rescue mission is being taken place at the moment.,
424,@the.kir.ko_video_7142490328493313286.txt, Neigh car,
425,@freedomtruthsoverighty_video_7224368755181178120.txt, Сбитые леонидские и Вано вечер! СПОКОЙНАЯ МУЗЫКА,
426,@aliyevaal_video_7229765152529255722.txt, 아직 되겠지び다 지나서 만나INE,
427,@vicenews_video_7207494784578063622.txt," Ukraine. You were, which we are trying to stop and which was launched against us using Ukraine. You Ukrainian people, of course, it influenced, influenced, influenced the policy of Russia, including the energy policy.",
428,@zhadyftw_video_7264442505150598406.txt, I got someone on my mind You were a stone Take me down to the heart To you,
429,@imperial_history10_video_7265587214619282730.txt," 78 years ago, on August 9, 1945, the US dropped a second atomic bomb on Japan in the city of Nagasaki. Despite the devastation the first bomb brought to Hiroshima, the Japanese war council denied the terms of unconditional surrender by the Potsdam Conference. B-29 bombers took off from Tinian Island with Boxcar carrying the second atomic bomb nicknamed Fatboy. The city of Kokura was the initial target for the bomb, but clouds and smoke made an accurate bombing impossible. Nagasaki also had poor visibility, but an opening in the clouds made it possible for Bombadier Kermit K-Bhen to release the bomb. The second bomb was 40% more powerful, obliterating everything within a mile. Around 40,000 people were killed by the initial blast, with over 100,000 deaths attributable to the after-effects.",
430,@sbsnews_au_video_7347539463104482578.txt," Я думаю, что все возможны в современной мире, но я уже говорил, и это понятно для всех, что это будет в одном шаге от полномасштабной третьей мировой войны. Думаю, что в этом вряд ли кто-нибудь заинтересован. Война служа, еще страннота там присутствует, мы же знаем. Ну, и слышим, и французскую речь, и английскую речь. Ничего хорошего в этом нет. Прежде всего для них, потому что они погибают. И в большом количестве. Ну, в конечном итоге это же не наш выбор. Если кто-то хочет не немножко прикрыть внутреполитические проблемы своей агрессивной внешней риатурикой, то это известные вовсюмири и часто применяемые приемы.",
431,@newsweek_video_7354033563186089259.txt," NATO is in a very strong place today because they believe that Russia poses a threat to their security. For the first time in American history, there seems to be the development of a real partisan divide over NATO's future. NATO has survived for so long because President after President has championed the alliance. If the United States elects a president who decides to withdraw from NATO, then that will lead to a scramble by the European powers to try and find a new way of organizing. If President Trump comes to office and continues to take a hard line against NATO, it doesn't guarantee one particular future. It could involve a future that's very dangerous at the collapse of NATO. It could also coincide with these calls from President Trump for the Europeans to spend more on defense. I would argue that the United States job in the world would be much more complicated if it also had to deal with trying to reorganize European security in a way that suited its interests. It's possible to imagine a future without NATO, but it would be in the United States' interest to really figure out a plan for that new world.",
432,@tntmac99_video_7354617402589646126.txt," Thanks for watching myrelang time, K Steven & Christopher",
433,@qirimlia_video_7282019255825091872.txt," ДИНАМИЧНАЯ МУЗЫКА Я не хочу, и жить красиво. Я говорил, катун не рыд. Где флаг поясся, а мы не разрешали. ДИНАМИЧНАЯ МУЗЫКА",
434,@thomassebastian___video_7358950173730540842.txt," Ay Tito, tú me vas a dar de cabo Yo soy un sucado, no me lo no do Que conmigo la baby, eto Hoy la pudo caron Cada ponte es de la moda oión Tú me lo cae y duro vos ron Te duro por neparme y yo por ti me dí lo to'",
435,@euro2024_video_7019000558430342405.txt," I wanna make a supersonic night out of you It's nothing now, I'm having such a good time",
436,@thelights___video_7212356867916303658.txt," Last night, there was another attack on one of our outreach facilities. Proof of the involvement of a member state is being uploaded to your mobile devices. As we speak. And as for the identity of the attackers. The",
437,@zevova35_video_7358501020068105515.txt," No, first of all, you said that I said that when I was young, yes, when I wouldn't mean it to an I'm still younger.",
438,@sandovalfollie752_video_7068855801841978666.txt,,
439,@justiceiix_video_7357413826884635909.txt,,
440,@sreang016_video_7163912379917536539.txt,,
